0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
economy of scale,off-grid electrification,solar PV,techno-economic analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diffusion of innovations,innovativeness,intention,prosumer,renewable energy,residential solar photovoltaics,RPV adoption,Thailand,theory of planned behavior,TPB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anomalies in Field and String Theories,Chern-Simons Theories,Supersymmetric Gauge Theory,Supersymmetry and Duality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hepatitis B virus,hepatocellular carcinoma,microRNAs,transarterial chemoembolization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eating disorders,gender,LGBTQ+,weight status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intrusion detection system,network security,network visibility,port scanning,vulnerability assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
female farmworkers,pesticide exposure,pesticide training program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Body appreciation,Body appreciation Scale-2 (BAS-2),Cross-cultural,Measurement invariance,Multi-group confirmatory factor analysis (MG-CFA),Psychometrics,Structural analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary event,Direction-of-Change,Forecast verification,Macroeconomic outlook,Skill score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aromaticity,Climate change mitigation,Polarity,Pyrolysis,Stability,Waste-to-resource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemical pollution,King George Island,Organic functional groups,SR-ATR-FTIR,Terrestrial soils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Metaverse,Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apoptosis,DH_22,lung cancer,Renieramycin T derivative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aging,Box A,DNA damage,regenerative medicine,stemness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mangifera indica L.,Mangiferin,Pyridoxal-5′-phosphate enzymes,Serine hydroxymethyltransferase (SHMT),SHMT inhibitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbon capture,CO2adsorption,Porous carbon materials,Pyrolysis,Waste tires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSORT statement,Herbal,Randomized controlled trial,Reporting quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dendritic copper nanostructure,Diazonium salt,Differential pulse voltammetry,Immunosensor,Interleukin-6,Sepsis screening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biodegradation,Degradation,DFT,Hydrolysis,INH,Isoniazid,Nucleophile,Pharmaceutical co-crystal,Tautomers,TB,Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computational fluid dynamics,Flow accelerated corrosion,Fluid structure interaction,High pressure economizer,Process modelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangkok,Creative district,Linear tourism,Multiculturalism,Urban tourism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biosynthesis,Mechanical properties,Nanocomposites,Rheology,Thermal analysis (TGA & DTA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alginate particles,Burst release,Delivery system,Gas-generating agent,Turmeric extract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcohol,endotoxin,FcγRIIb-deficient mice,leaky gut,systemic lupus erythematosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artificial intelligence,economic evaluation,health technology assessment,public health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anticancer,antioxidant,breast cancer,combination,Phellinus linteus,Smilax corbularia Kunth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210Pb,Decadal time scale,Shoreline erosion,Thailand,Tropical cyclones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
family history of hypertension,forearm blood flow,hypertension,sugar,vascular function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decentralized detection,Electrochemical sensing,Environmental analysis,Flow injection analysis,Nanomaterials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allodynia,cisplatin,demyelination,nerve regeneration,neuropathy,sphingosine 1-phosphate receptor 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arc-in-water,Carbon nanohorn,Controlled release,Oxygen plasma treatment,Poly-vinylpyrrolidone-iodine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blockchain,DeFi,Financial intermediation,Lending,Smart contract,Systemic risk,Yield farming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Composite membrane,Gamma radiation,Sulfonated cellulose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decision making,Off-grid communities,Renewable energy,Sustainability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterocytozoon hepatopenaei,Host-pathogen interaction,Microsporidia,Shrimp disease,Spore wall protein 1,Turtle-like protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LED light,Photocatalysis,Scavenger,Water treatment,Z-scheme,ZnO/CdS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastrointestinal Bleeding,Hemostatic Powder,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acute kidney injury,Cancer,Chronic kidney disease,Immune checkpoint inhibitors,Immunotherapy,Malignancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classifier,HCC screening,liver ultrasound,two-stage model,YOLOv4 detector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galectin-3,Knee osteoarthritis,Phosphatidylinositol-3-kinase/Akt pathway,Synovial inflammation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrode configuration,Electrode spacing,Electrokinetic remediation (EK),Marine sediment,Mercury fraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albuminuria,AMPK activator,Chalcone derivatives,db/db mice,Diabetic nephropathy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,8-dibromochrysin,Antiproliferative activity,Beta-cyclodextrin,Inclusion complex,Water solubility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydropower production (HPP),Lancang–mekong river basin,Sediment,Sediment trapping efficiency,Sustainable hydropower development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ce3+-doped barium-gadolinium-fluoroborate,Depth-dose profile,Scintillating glass,X-ray-induced luminescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerial systems mechanics and control,nonlinear PID controller,optimal thrust force allocation,UAV design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enamel,Erosion,Mouth rinse,Stannous fluoride,Toothpaste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardiac function,Mitochondrial quality,Mitral regurgitation,Nitric oxide,sGC stimulator,Vericiguat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deteriorated silica gel,PHITS simulation,Radiation shielding glass,XCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Death and disappearance,Fishing industry,Social Protection,Thailand,Welfare Committee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalcone derivatives,Kidney fibrosis,RPTEC cells,Transforming growth factor-β1,UUO mice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aroma components,Fermented soybean,Flavor,GC‒MS,Heatmap,Volatile compounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amodal,Audition,Individual differences,Object recognition,Vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multiplicative models,Oryza sativa,Root border cell,Root system architecture,Salt stress kinetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biodiesel,Box–Behnken design,heterogeneous catalyst,monazite ore process,transesterification,trisodium phosphate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Detection,Electronic equalization,Frequency-modulated continuous wave (FMCW),Photonic radar,Tracking,Wavelength division multiplexing (WDM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost performance,Green building projects,Multiple linear regression (MLR),Preproject planning,Project definition rating index (PDRI),Schedule performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mansonia gagei J.R.Drumm. Malvaceae,Sesquiterpenoids,Uncompetitive inhibition,α-Glucosidase inhibitory activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adjuvant,EGFR,Non–small cell lung cancer,Osimertinib,Safety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
structure of crosslinking junctions,surface area,surface reactivity,vulcanization mechanism,zinc oxide nanoparticle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invasive pneumococcal disease (IPD),Non-bacteraemic pneumococcal pneumonia,PCV13,Pneumococcal conjugate vaccine,Pneumococcal pneumonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fecal thyroid hormones,noninvasive measurement,primate development,triiodothyronine,wildlife endocrinology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
human resource development,human resource development intervention,learning,serious leisure,work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bike-sharing,Built environment,Meta-analysis,Rail-transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mental health,Oral health,Oral health approaches,Psycho-disorders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture suitability index,Anthropogenic activities,Cleaner water supply system,Nitrate contamination,Radial basic function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bamboo culms,dry evergreen forest,epiphyte,Kanchanaburi,urceolate flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bioabsorbable plate,Orthognathic,Resorbable plate,Skeleton stability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HILDA,Mental health,Panel data,Smoking behavior,Well-being,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrical resistivity tomography,Phetchabun fault zone,Phu Tubberk,Slope susceptibility,Spatial resistance change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFD,Core annular flow,Energy savings,Multiphase flow,T-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amine,CO2absorption,Mass transfer,Packed column,Ternary solvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3D slope,Limit analysis,Pseudo-static analysis,Seismic load,Undrained clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
active packaging,flexography printing ink,modified activated carbon,postharvest,potassium permanganate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Children,Hybrid immunity,Infection,Omicron,Vaccination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accuracy,Diagnosis,Experts,Gastric intestinal metaplasia (GIM),Narrow band imaging (NBI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian countries,Organic additive,Primary source,Recycling,Single-use plastic product (SUP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bifunctional,Biofuel,Calcium carbonate,Cracking,Deoxygenation,Palm oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aging effect,Aqueous electrolyte,Coin cell,Cycling stability,Metal oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chronic maxillary sinusitis,endoscopic endonasal surgery,endoscopic nasal and sinus surgery,maxillary sinus,maxillary sinusitis,modified medial maxillectomy,nonfunctioning maxillary sinus disease,paranasal sinus diseases,recalcitrant maxillary sinusitis,salvage sinus surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acid leaching,Biojet,Hydroisomerization,Palm olein,Zeolite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alginate,Anthocyanins,Chirality,Complexation,Fibres,Molecular dynamics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adolescents,Entrepreneurial intention,fsQCA,Gender differences,Psychological capital,Substitutive and suppressive conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adolescents,rapid diagnostic tests,Syphilis,Thai clinical trial registry number (TCTR20221113001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diet,doctor visits,HILDA,life satisfaction,mediation analysis,well-being,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analysis method,COVID-19,Degradation,Human health,Microplastics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
analyzer,angiogenic factors,angiogenic markers,asymptomatic,biomarker,blood pressure,chronic hypertension,Doppler,early,false positive rate,gestational hypertension,late,maternal vascular underperfusion,mean arterial pressure,model,multiple of median,ophthalmic artery,placenta,placental growth factor,prediction,predictive performance,preeclampsia,pregnancy,proteinuria,pulsatility index,sensitivity,small for gestational age,soluble fms-like tyrosine kinase,specificity,uterine artery,,,,,,,,,
Cannabidiol,Cyclodextrin inclusion complex,Poly(vinyl alcohol),Semi-solid hydrogel,Wound management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casava cellulosic,Ethanol,Heat integration,Low to medium-pressure steam,Process simulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti-inflammatory,Antibacterial,Antioxidant,Eucalyptus camaldulensis,Hemostasis,Hypromellose composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antimicrobial resistance,Bacterial identification,Rapid urine preparation,Urinary tract infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arthroplasty,knee,nerve block,pain,postoperative,ultrasound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inflammatory cells,Medial thickening,Myxomatous mitral valve disease,Pulmonary artery,Pulmonary hypertension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diabetic foot osteomyelitis,Diabetic foot ulcer,Risk factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest encroachment,Maize monoculture,Social well-being,Sustainability,Sustainability Assessment of Food and Agriculture System (SAFA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attitude,Behavioral intention,Digital learning platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASEAN,life expectancy,nurse density,nursing workforce,under-five mortality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carreau fluid,CFD,Core annular flow,Oil–water flow,T-pipes,Y-pipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICD programming guideline,ICD shock,ICD therapy,Implantable cardioverter defibrillator,Primary prevention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active packaging,Antibacterial activities,Antiviral activity,Green synthesis,Silver nanoparticles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agency theory,carbon emissions,climate change,corporate governance,takeover market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
business strategy,coffee supply chain,domestic markets,farmer–NGO collaboration,human ecology,sustainability challenges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centrality measure,Connectivity Index,Container shipping network,Port connectivity,Port importance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monoclonal antibody,PS-SPR,SARS-CoV-2,spike,spike rapid antigen test,target-captured ELISA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
driving force,in-wheel motor,ride comfort,torque control,vehicle dynamics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interbody cage,lumbar degenerative disease,oblique lateral interbody fusion,polyetheretherketone cage subsidence,risk factors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bioprocess modelling,Innovative strategies,Polyhydroxyalkanoates,Resource recovery,Sustainability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lumpy skin disease of snakeskin gourami,Metacercariae,Molecular phylogenetic,Posthodiplostomum sp.,SSU rRNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Job embeddedness,Meaningful work,Nurse,Perceived supervisor support,Turnover intention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3–3 connectivity,BaTiO3,Ceramic–polymer composite,Dielectric properties,Epoxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIDS/HIV,Cellular immune response,Immunology,Sex hormones,T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acoustic absorption,Gypsum tiles,Mechanical properties,Reinforcement,Ricehusk,Thermal conductivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analytical modelling,Bond strength,Bond stress-slip relationship,Concrete,Design codes,Fiber-reinforced polymer (FRP),FRP bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyanobacteria,HPLC,Nitrogen deprivation,PHB,Poly(3-hydroxybutyrate),Synechocystis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antibiotic free,cecum,gut microbiota,gut resistome,metaproteomics,pig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blockade of binding,dengue virus,ELISA,neutralizing antibody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAF,CAF recovery,Flow stability,Heavy oil,T-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drug repurposing,MD simulation,Melanogenesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissociation kinetics,Encapsulation,Heat and mass transfer,Semi-clathrate hydrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alkali-activated fly ash (AAF) concrete,Granite industry waste,Polypropylene fibers,Post-fire performance,Recycled aggregates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbon nanitubes (CNTs) concrete,Digital image correlation (DIC),Hooked-end steel fiber (HSF),Mechanical properties,Microstructure,Milled steel fiber (MSF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrospinning,Filter membrane,PM2.5filter,Poly(3-hydroxybutyrate),Polyhydroxyalkaonate,Taguchi design of experiments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angiosperm,Antifouling,Biocide,In-silico,In-vitro,Lycopersene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fluorescent properties of nitrogen-doped carbon dots,Fluorescent sensor,Nitrogen-doped carbon dots,Sensor design,Synthesis of carbon dots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delayed-lateral flow immunoassay,Gold enhancement strategy,One-step,Saliva sample,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-(4′-py)-JA,angiogenesis,invasion,metastasis,non-small-cell lung cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMS,Composite fermions,Heavy leptons,LHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffer,First-Year Undergraduate,General Chemistry Lab,Lab@Home,Properties of Buffers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COVID-19,Fiber-reinforced concrete,Mortar,Polypropylene fiber,Surgical face mask,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5-furandicarboxylic acid,5-hydroxymethylfurfural,exfoliation,layered double oxide,oxidation,ruthenium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-(2-aminoethyl) piperazine,1-Propanol,CO2absorption,Liquid-liquid biphasic solvents,Piperazine,Sulfolane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conjoint Analysis,Contract Term,Contract Term Utility,Contract Term Value,Project Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Board of directors,Board size,Corporate culture,Corporate governance,Innovation,Machine learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copula,grammaticalization,Thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFT,Hollow fiber membrane contactor,Mass transport,Mercury removal,Petroleum condensate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
binary comprehensive learning,metaheuristic algorithms,nonlinear geometry,particle swarm optimization,steel structures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extended state observer,gait cycle tracking,human torque estimation,integral sliding mode control,rehabilitation robot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonlinear observer,PID control,pneumatic gripper,robot,soft gripper,soft material,unknown input observer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
annealing,facing targets sputtering,Fe3Si film,mechanical property,wettability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biometric authentication,individual typing-skill,keystroke dynamics,mobile touchscreen,multi-biometrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monoclonal antibody,Nicotiana benthamiana,plant produced antibody cocktail,post-exposure prophylaxis,rabies virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mucosal immunity,nanoparticles,Oreochromissp,tilapia,vaccination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
particle swarm optimization,railway system,simulation-based model,timetable scheduling,uncertainty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buccal bone level,cone beam CT,diagnosis,intra-oral radiography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caspase-8,caspase-9,CDKN1A,colorectal cancer,LC-MS/MS,MYC,traditional herbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(−)-epigallocatechin,adsorption,caffeine,hexagonal mesoporous silica,natural rubber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advocacy,Brand Attachment,Brand Experience,Feedback,Interpersonal Interaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
embeddings,gene associations,machine learning,network analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHG emissions,microplastics,recycling,resource depletion,strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drug delivery,Epidermal growth factor,Exocrine gland,Hydrogel,Organoids,Plant molecular farming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brand love,brand loyalty,ESG,generational difference,product involvement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antimicrobial,chitosan,fabrication,nanocomposites,polysaccharide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ageing,caregiving,Community-Integrated Intermediary Care (CIIC),older adult,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anti-MRSA activity,atmospheric and room temperature plasma (ARTP),Brevibacillussp,mutagenesis,proteomic analysis,strain improvement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chitosan oligosaccharide,chronic kidney disease,gut leakage,gut microbiota,maltodextrin,prebiotics,tight junction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enzyme,fermented coffee,Lactiplantibacillus plantarum,Paenibacillus motobuensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antibacterial property,Barrier performance,Biodegradable,Compatibility,Poly(butylene succinate) (PBS),Thermal properties,ZnO-decorated graphene (Graphene-ZnO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agreement,glaucoma,OCTA,optic neuropathy,peripapillary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrothermal,MCM-22,Natural clays,Rice husk silica,Zeolite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operando optical microscopy,SiO2additive,Surface characterization,Synchrotron X-ray imaging,Zn-ion batteries,Zn/electrolyte interface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-methoxyheptaphylline,apoptosis,cancer,Clausena harmandiana,death receptor-5,heptaphylline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glomerular pathologic pattern,hospital practice,kidney biopsy registry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bristol stool form scale,constipation,patient survival,PDOPPS,peritonitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
key performance indicator,outcome,PDOPPS,peritoneal dialysis,quality accreditation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breast tumours,Health Education,PREVENTIVE MEDICINE,Quality in health care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Photocatalyst,Photopolymerization,Polydiacetylene,Quantum confinement,Size effect,Ultraviolet B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autocracy,Deinstitutionalisation,elections,political parties,royalist elites,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colostrum,Inflammation,Ketoprofen,Lactational Pig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broiler Chicken,Cecal Microbiome,Gut Morphology,Lactobacillus plantarum MB001,Microencapsulation,Nutrient Digestibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced T4 rectal cancer,Colonic flap,Minimally invasive surgery,Neovagina,Pelvic reconstruction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apoptosis,BI6727,Cholangiocarcinoma,GSK461364A,Mitotic catastrophe,PLK1,Volasertib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Convergence,Phylogeny,The Vincetoxicum flexuosum complex,Tylophora,Tylophorinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coadministration,hexavalent,primary,vaccine,whole-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acute kidney injury,biomarkers,cell cycle arrest biomarkers,COVID-19,lung injury,tissue inhibitor of metalloproteinases 2 and insulin like growth factor binding protein 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorimetric detection,Ferrous fumarate tablet,Ferrous ion,Pullulan,Silver nanoparticles,Temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cone-beam computed tomography,Dental radiography,Dentistry,Radiation protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consent management,Data protection,Event-B,GDPR,Privacy by design,Smart contracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
